ida	idb	crca	crcb	pdockq	label	dataset
Q07812	Q76RI8	CRC-6C0CDB0A7DEE4994	CRC-5A13A3DB1902C306		0	negatome
Q07812	Q07820-2	CRC-6C0CDB0A7DEE4994	CRC-D85821AC59275F1F		0	negatome
P10745	P62157	CRC-6C1841411E012E0F	CRC-6B4BC3FCDE10727B		0	negatome
P36888	Q61508	CRC-6C1995718F352ECE	CRC-F5282E5D7B78E696		0	negatome
P04234	P43403	CRC-6C1F248150186D21	CRC-D1E1A8EC66FA116F		0	negatome
P02751	P05121	CRC-6C436A7A5FEE6DEB	CRC-A2E181ED28DD6082		0	negatome
Q6ZVM7	Q7Z3T8	CRC-6CB4B4433076D8D0	CRC-D9C2F8DDE12D69E2		0	negatome
Q9ERP3	Q9JK37	CRC-6CD3429162D5BEFA	CRC-E9D16F4723B1EE83		0	negatome
O70433	Q62219	CRC-6D8CBC4B4424BFF2	CRC-6AB15FFF466FEE73		0	negatome
Q12778	Q92574	CRC-6DEF6C994BDFDBAB	CRC-EF15509385C7AACC		0	negatome
P14151	Q05793	CRC-6EA9918ECA2D3643	CRC-D41D2A2EBA65C80B		0	negatome
P31749	P31946	CRC-6EAFF4F8AD436714	CRC-6BE1A9BF97468017		0	negatome
P31749	Q92574	CRC-6EAFF4F8AD436714	CRC-EF15509385C7AACC		0	negatome
Q15404	Q91XD2	CRC-6EDB2E033F417468	CRC-7A93F9845BDAED91		0	negatome
P50148	P63244	CRC-6F69C4F617DFA7C7	CRC-257F91E369ED2044		0	negatome
P16410	Q9NZQ7	CRC-6F9466FB2E139A5A	CRC-FE957086E62A31A8		0	negatome
P16410	Q9NZQ7	CRC-6F9466FB2E139A5A	CRC-FE957086E62A31A8		0	negatome
P14373	P17612	CRC-6F963D9048D8A731	CRC-BF6D3ECD2614E5AB		0	negatome
P04578	P18627	CRC-6FAB16AF85107FE0	CRC-5E0BDEF20E9E36D2		0	negatome
Q93096	Q9H9D4	CRC-702008013D3F3835	CRC-0D3CDA7572D17721		0	negatome
Q93096	Q9H2S9	CRC-702008013D3F3835	CRC-42AE169A3E2E14D3		0	negatome
Q93096	Q9UHX1	CRC-702008013D3F3835	CRC-619F3C30D1C5951C		0	negatome
Q93096	Q93096	CRC-702008013D3F3835	CRC-702008013D3F3835		0	negatome
Q93096	Q9NQX6	CRC-702008013D3F3835	CRC-A9DB42D0870A7767		0	negatome
Q93096	Q9UHR5	CRC-702008013D3F3835	CRC-C48CEFBD73CE82BC		0	negatome
Q93096	Q9UH92	CRC-702008013D3F3835	CRC-D1981730051473C5		0	negatome
Q93096	Q9H6S3	CRC-702008013D3F3835	CRC-DAB07744B04CFEE2		0	negatome
P06213	Q92990	CRC-709A955660739066	CRC-CE19050F1F692378		0	negatome
O34580	P37455	CRC-70C553EFC88E6D6D	CRC-C170025FBDACDC5D		0	negatome
O88565	P47224	CRC-716AB5CC4ECAFD77	CRC-78E98395FAE10257		0	negatome
Q92698	Q9BXW9	CRC-718100974CA6687B	CRC-BF931980ADA67405		0	negatome
Q92844	Q9BYM8	CRC-718D30CF03EB27FF	CRC-C6EF957B1F152FF2		0	negatome
O04663	P29150	CRC-71FEB309E073A9D2	CRC-2D8EF928E58DBC89		0	negatome
Q12942	Q15543	CRC-723D63962FB29BD9	CRC-98B62FF1BC8E7B77		0	negatome
P29476-3	P63170	CRC-7255C5AE165200F5	CRC-F5E7647D092BEB3A		0	negatome
Q8WYQ5	Q9HAV4	CRC-72D962BBE32890EC	CRC-3295A17DF7C37602		0	negatome
P32298-2	P62158	CRC-72FCF94ED551F2D0	CRC-6B4BC3FCDE10727B		0	negatome
P32298-3	P62158	CRC-72FCF94ED551F2D0	CRC-6B4BC3FCDE10727B		0	negatome
P32298-4	P62158	CRC-72FCF94ED551F2D0	CRC-6B4BC3FCDE10727B		0	negatome
Q8K094	Q9QZQ1	CRC-732FC30A94105187	CRC-9FA4F378D840D8B1		0	negatome
O89100	Q9Z1S8	CRC-736311D0640CD3D0	CRC-E8955EE638174085		0	negatome
Q9UK45	Q9UK45	CRC-7429DC0FB365C9C8	CRC-7429DC0FB365C9C8		0	negatome
O75791	P22681	CRC-74F4C8D0EBB56D55	CRC-1AA6BF67377322CA		0	negatome
O75791	Q07666	CRC-74F4C8D0EBB56D55	CRC-59FB4DB6FB4DBE98		0	negatome
O75791	Q07889	CRC-74F4C8D0EBB56D55	CRC-C6B99CCA11A8DE45		0	negatome
Q61410	Q9JMB0	CRC-74F9D9A6835711A5	CRC-9F8BCF183CEE37B8		0	negatome
P01137	P36894	CRC-75391614250288FE	CRC-00CE2DDDA3A44170		0	negatome
P01237	Q9QUL0	CRC-755E2874A26862C7	CRC-8F56B7386D9F276E		0	negatome
P04141	Q6NSJ8	CRC-75D1E50506BCA7A8	CRC-1BD57B91E8CC079F		0	negatome
P04141	P26951	CRC-75D1E50506BCA7A8	CRC-716CE1803F2E5FC0		0	negatome
P15172	Q01105	CRC-75E624D2ED5B0B33	CRC-F4664118171EF230		0	negatome
P60484	Q5M9N9	CRC-75F97C3DD6802BA9	CRC-40D173993A26DA51		0	negatome
P00451	P04275	CRC-75FB6A2955C74CB0	CRC-D5C1C78360917C29		0	negatome
Q7L311	Q8N2W9	CRC-7627CBFFE61C329B	CRC-26AAA18246E1ACE3		0	negatome
Q7L311	Q9H213	CRC-7627CBFFE61C329B	CRC-408C59F0CCAA6781		0	negatome
Q7L311	Q9UKY1	CRC-7627CBFFE61C329B	CRC-66CF1CEC5EF824E5		0	negatome
Q15418	Q16512	CRC-765731A4442A53DF	CRC-61360295EC70BB8E		0	negatome
Q15418	Q16513	CRC-765731A4442A53DF	CRC-687EC417A0F51C1D		0	negatome
O14788	Q68396	CRC-766176446348097F	CRC-4874D6CC0B1646F5		0	negatome
Q08879	Q9QZJ6	CRC-76C527A12E97D0E1	CRC-8DDB1EECADE52E13		0	negatome
O88618	Q62824	CRC-76D806CE23478D92	CRC-C52FD3553BE75858		0	negatome
Q86T24	Q9P1Z0	CRC-76D94B4051056DB5	CRC-CA4AB6A5230C2F52		0	negatome
P62491	Q8NEU8	CRC-76FC1E113A29B269	CRC-359404B1CBA813DB		0	negatome
P62491	Q9UKG1	CRC-76FC1E113A29B269	CRC-4CABECFCF4BB110D		0	negatome
P62492	Q80T23	CRC-76FC1E113A29B269	CRC-C1560AB677818B57		0	negatome
P62492	Q91V27	CRC-76FC1E113A29B269	CRC-C91444B16B8EFA1D		0	negatome
Q92769	Q9BQ52	CRC-775419CCCDAE07FA	CRC-4AE701C755EC7339		0	negatome
P15331	Q9CZA6	CRC-777300B08A312953	CRC-C0A339C4F51EF8D9		0	negatome
Q96TL7	Q96UP3	CRC-77C5070697D1A9CF	CRC-C279D8168CC940F0		0	negatome
D3ZUY8	P98078-3	CRC-77D1C8AC17B00EA4	CRC-856C946BD43C4B07		0	negatome
P00813	P27487	CRC-786BC5085CA9AFCB	CRC-5FB4A2C6662D6117		0	negatome
P25815	P36871	CRC-786E6E3F3EACC6C1	CRC-61A26C19107D467A		0	negatome
Q60770	Q8K1E0	CRC-7874B71DE107871A	CRC-29CFD4EA5665CFEF		0	negatome
Q60770	Q64704	CRC-7874B71DE107871A	CRC-4A8EAFC2049EEE6F		0	negatome
P13595	P20917	CRC-78AF831BABD23918	CRC-54E7D53096010905		0	negatome
P08107	Q07812	CRC-78F513118C96DE66	CRC-6C0CDB0A7DEE4994		0	negatome
P08107	P20700	CRC-78F513118C96DE66	CRC-73292877745722C4		0	negatome
P78352	Q05586	CRC-7922D3F220F9A101	CRC-CDF5402769E530AB		0	negatome
P31016	P41350	CRC-7922D4E8E0F9AD85	CRC-55E8F6ABC7514FD2		0	negatome
P31016	Q9WTW1	CRC-7922D4E8E0F9AD85	CRC-C463C36ADC459A3C		0	negatome
O45379	Q9U377	CRC-796818879C2F3004	CRC-3AB8269966FDB513		0	negatome
O45379	Q9UIL1	CRC-796818879C2F3004	CRC-F0EDFE11873E9B0B		0	negatome
Q9NPD3	Q9NPD3	CRC-7A24E97897DAF313	CRC-7A24E97897DAF313		0	negatome
Q9NPD3	Q9Y2L1	CRC-7A24E97897DAF313	CRC-92336BA0D06247FE		0	negatome
Q9NPD3	Q9NQT4	CRC-7A24E97897DAF313	CRC-C3C1FCB39D85B1EE		0	negatome
Q08499	Q14396	CRC-7A4773DD3A044F57	CRC-1346E9D2CDE62A54		0	negatome
Q14790	Q8WXF8	CRC-7A5FEAA6B39B582F	CRC-3F7B0B307CC870CD		0	negatome
P09803	Q8BN78	CRC-7A6444148D3D5983	CRC-CFD23E0C15B491D1		0	negatome
P35221	Q9UBT7	CRC-7AAE6F5DDBAF5099	CRC-8756237C73AAEA31		0	negatome
P35221	Q8BN78	CRC-7AAE6F5DDBAF5099	CRC-CFD23E0C15B491D1		0	negatome
P16054	Q91YM2	CRC-7AEBB8CC10C99F57	CRC-7E13EC38257CE950		0	negatome
O00482	Q96EB6	CRC-7B07170C075490FE	CRC-2D3BEA6D73DA229F		0	negatome
Q8WWY3	Q8WWY3	CRC-7B50EC4C3393795C	CRC-7B50EC4C3393795C		0	negatome
P50540	Q3UPW8	CRC-7B5D4ACAEF97C4F1	CRC-155DA78B9E77DF88		0	negatome
P49815	Q9P0N9	CRC-7B915C46970D7D31	CRC-C2F35E10F10D00C2		0	negatome
P49815	Q13309	CRC-7B915C46970D7D31	CRC-F29B7C338A7A37E9		0	negatome
O00212	Q7L099	CRC-7B960AE8863C6DA5	CRC-E8657DF068BE4113		0	negatome
Q9NZM6	Q9Y3M2	CRC-7D9FFA04542A47A4	CRC-0D243AD2CC436E55		0	negatome
O08674	O35516	CRC-7DEBBEA37EAAEAF4	CRC-3A9067BBE3B1F480		0	negatome
O08674	P31695	CRC-7DEBBEA37EAAEAF4	CRC-53D7F86394FC40BD		0	negatome
O08674	Q01705	CRC-7DEBBEA37EAAEAF4	CRC-97C91F69BABF02BF		0	negatome
O08674	Q61982	CRC-7DEBBEA37EAAEAF4	CRC-A80D1F75AFF0185A		0	negatome
O08674	P12978	CRC-7DEBBEA37EAAEAF4	CRC-DEF40D7F8ED61D1A		0	negatome
P27548	Q9YP87	CRC-7E1AC117473672AD	CRC-FC720DA743F62A2A		0	negatome
P43351	Q9BXW9	CRC-7E1BBCAF0B9CD4AF	CRC-BF931980ADA67405		0	negatome
Q10570	Q5TA45	CRC-7E1DF4D8A93487A4	CRC-47C4E2E16202B130		0	negatome
Q10570	Q9NV88	CRC-7E1DF4D8A93487A4	CRC-81F1A24B99704684		0	negatome
Q06265	Q99547	CRC-7E27322F094ED3F3	CRC-506D5274C839BD7E		0	negatome
Q06265	Q06265	CRC-7E27322F094ED3F3	CRC-7E27322F094ED3F3		0	negatome
Q06265	Q9Y2L1	CRC-7E27322F094ED3F3	CRC-92336BA0D06247FE		0	negatome
Q06265	Q9NQT4	CRC-7E27322F094ED3F3	CRC-C3C1FCB39D85B1EE		0	negatome
Q06265	Q9Y3B2	CRC-7E27322F094ED3F3	CRC-E9C3B0A66F911195		0	negatome
Q06265	Q5RKV6	CRC-7E27322F094ED3F3	CRC-F31729E0D1545F94		0	negatome
Q06265	Q96B26	CRC-7E27322F094ED3F3	CRC-FC8F5BAE74A1FF55		0	negatome
O00220	Q15628	CRC-7E96619D0BDC0CD4	CRC-5645D7E63E5FF05A		0	negatome
O00220	Q13546	CRC-7E96619D0BDC0CD4	CRC-976E2428D525A9B2		0	negatome
Q13485	Q9HAU4	CRC-7EE3C4647712DA90	CRC-3042B443A3755762		0	negatome
Q13485	Q92793	CRC-7EE3C4647712DA90	CRC-3BEA9B8558BA1A5E		0	negatome
Q13485	Q15583	CRC-7EE3C4647712DA90	CRC-4D9C76AFB37A29F0		0	negatome
Q13485	Q9UM13	CRC-7EE3C4647712DA90	CRC-ACA7F245B3861FF5		0	negatome
Q62108	Q6NXK8	CRC-7EFFC99E1FFF90BA	CRC-5462B3FEB5532726		0	negatome
P61027	Q99N80	CRC-7F02B8E8E46EE1E8	CRC-13ACC780131F65FB		0	negatome
P61027	Q99N50	CRC-7F02B8E8E46EE1E8	CRC-226B59F5A32FA4A4		0	negatome
P61027	Q9R0Q1	CRC-7F02B8E8E46EE1E8	CRC-2AC218E2A4BE4C8D		0	negatome
P61027	Q80T23	CRC-7F02B8E8E46EE1E8	CRC-C1560AB677818B57		0	negatome
P61027	Q91V27	CRC-7F02B8E8E46EE1E8	CRC-C91444B16B8EFA1D		0	negatome
P61027	Q99N48	CRC-7F02B8E8E46EE1E8	CRC-F9F404D2D77A6351		0	negatome
P51449	Q96RL1	CRC-7F423140BD7922BE	CRC-56B7699E42395861		0	negatome
P31947	Q92574	CRC-7F4B44E3AA59ECE6	CRC-EF15509385C7AACC		0	negatome
P01582	Q61730	CRC-7F60AC4F330D5B11	CRC-4D4B07E0310AFDC5		0	negatome
P01582	Q61730	CRC-7F60AC4F330D5B11	CRC-4D4B07E0310AFDC5		0	negatome
P35609	Q9BYV2	CRC-7F612C1C3B3E2299	CRC-C44B08A9871323F6		0	negatome
P35609	Q13418	CRC-7F612C1C3B3E2299	CRC-E37DC2AD5311A1C2		0	negatome
P19793	Q6EMB2	CRC-7F952B580AD84C42	CRC-01441AFE6925AEDF		0	negatome
P19793	Q96RL1	CRC-7F952B580AD84C42	CRC-56B7699E42395861		0	negatome
P19793	Q92786	CRC-7F952B580AD84C42	CRC-D243CEB421B313CA		0	negatome
P19793	Q9JHR9	CRC-7F952B580AD84C42	CRC-EC001C2E290F5CCE		0	negatome
Q02535	Q92785	CRC-7FC38B56B4DCEFBC	CRC-1044B4D3036075FC		0	negatome
Q02535	Q8TAU0	CRC-7FC38B56B4DCEFBC	CRC-10A279CFA3C8A6DB		0	negatome
Q02535	Q16828	CRC-7FC38B56B4DCEFBC	CRC-386612227F5D3B2A		0	negatome
Q02535	Q9H2S9	CRC-7FC38B56B4DCEFBC	CRC-42AE169A3E2E14D3		0	negatome
Q02535	Q70SY1	CRC-7FC38B56B4DCEFBC	CRC-64699072EEB454D3		0	negatome
Q02535	Q8TBX8	CRC-7FC38B56B4DCEFBC	CRC-65D1CBCF0826D476		0	negatome
Q02535	Q93096	CRC-7FC38B56B4DCEFBC	CRC-702008013D3F3835		0	negatome
Q02535	Q9NQX6	CRC-7FC38B56B4DCEFBC	CRC-A9DB42D0870A7767		0	negatome
Q02535	Q9UDV6	CRC-7FC38B56B4DCEFBC	CRC-AF0F7EEC8A482F8A		0	negatome
Q02535	Q9UHR5	CRC-7FC38B56B4DCEFBC	CRC-C48CEFBD73CE82BC		0	negatome
Q02535	Q9H6S3	CRC-7FC38B56B4DCEFBC	CRC-DAB07744B04CFEE2		0	negatome
Q9JM90	Q9QVP9	CRC-8033C606990AAA75	CRC-A17C858ECC9990E9		0	negatome
Q8K1S3	Q8R4G0	CRC-80E896F0F0E06012	CRC-DDC9BA2C577B29D5		0	negatome
Q04206	Q92769	CRC-8147A6AF9F2445C6	CRC-775419CCCDAE07FA		0	negatome
Q9NV88	Q9UKF6	CRC-81F1A24B99704684	CRC-F8AA24EA6FB78377		0	negatome
P48552	Q15406	CRC-81FC424968E9A5F6	CRC-0D8578E192581A8E		0	negatome
P15976	Q05513	CRC-822BD2DE14B908AD	CRC-88CCD0577E6A596C		0	negatome
P31269	P84022	CRC-823A1A22BB07A881	CRC-46DF5E8B371321AC		0	negatome
P31269	Q15796	CRC-823A1A22BB07A881	CRC-95406DB5FC0AA4C9		0	negatome
P35606	Q08499	CRC-824BB63BEFAA53F6	CRC-7A4773DD3A044F57		0	negatome
P35606	Q08499-6	CRC-824BB63BEFAA53F6	CRC-7A4773DD3A044F57		0	negatome
P41273	Q68396	CRC-827551F34563E508	CRC-4874D6CC0B1646F5		0	negatome
P41273	Q9YP87	CRC-827551F34563E508	CRC-FC720DA743F62A2A		0	negatome
P28033	P62500	CRC-827AC4AFC209AE89	CRC-35749C0C1CA1E1B6		0	negatome
Q8K0S5	Q8K0T0	CRC-8285A01C1250D18A	CRC-29B47A58FC2F2027		0	negatome
Q8K0S5	Q9ES97	CRC-8285A01C1250D18A	CRC-5170809A696F8F7A		0	negatome
Q8K0S5	Q99P72	CRC-8285A01C1250D18A	CRC-855697FBEE11781F		0	negatome
Q9Y4Y9	Q9Y4Y9	CRC-82B5C8830E64C992	CRC-82B5C8830E64C992		0	negatome
Q9Y4Y9	Q9Y4Z0	CRC-82B5C8830E64C992	CRC-BCEFB20247335A1B		0	negatome
Q42545	Q8VY16	CRC-82C942D597171EDB	CRC-A3F6FB34A264657E		0	negatome
P01303	P61073	CRC-832CF124321718F2	CRC-8C8476A186786B83		0	negatome
C7GKY3	C7GP96	CRC-8370B24806510774	CRC-3D2162EEF5E52D69		0	negatome
P06136	P07620	CRC-839A3D34B948CEAB	CRC-9CB45EB82B8ADBCE		0	negatome
P06136	P07621	CRC-839A3D34B948CEAB	CRC-B93E53570955882D		0	negatome
P01589	P40933	CRC-83D907C8C81D2C0E	CRC-0CE0520C1D8379E2		0	negatome
P27882	P36046	CRC-83DADA0DB1DF17CC	CRC-5904E8D0213D6EFA		0	negatome
O60894	P41587	CRC-8530DD590BAEBE5C	CRC-265A43A70BE09699		0	negatome
P06685	Q01728	CRC-85E98233EE6C18E9	CRC-EC456CFE3AFC6A69		0	negatome
P06703	P23297	CRC-860CBB1416ACBCA1	CRC-AD5E53AF326B25D2		0	negatome
Q15029	Q8WWY3	CRC-862BD6CA7993F118	CRC-7B50EC4C3393795C		0	negatome
Q15029	Q15029	CRC-862BD6CA7993F118	CRC-862BD6CA7993F118		0	negatome
P26038	Q92558	CRC-865A6C5CB14AE586	CRC-44B4527BDB77BC6E		0	negatome
P26038	Q9H204	CRC-865A6C5CB14AE586	CRC-63DE023972908066		0	negatome
P30154	Q15173	CRC-86AB20D7505210B0	CRC-8BEF84F20A77982D		0	negatome
P0CL52	P55072	CRC-86B1602D4B5DB56F	CRC-501B721D3A77BA8A		0	negatome
P28574	Q3UPW8	CRC-86D133137727A57A	CRC-155DA78B9E77DF88		0	negatome
O00463	Q8TDR0	CRC-86EB3724CE111176	CRC-0675AA0E5319D2EB		0	negatome
P48616	Q0VC48	CRC-8722F645FED23BDC	CRC-9C4BBE388C1B7ED2		0	negatome
P05112	P26955	CRC-8725BF64B34D45F7	CRC-8E30ECB42C67F89A		0	negatome
Q969S8	Q9UBN7	CRC-872D9427E6893A18	CRC-6F17731268A33114		0	negatome
O43739	P10276	CRC-87FB917899EE957D	CRC-E8D1CF9A1E57CB99		0	negatome
Q13868	Q13868	CRC-882033F50791643F	CRC-882033F50791643F		0	negatome
Q13868	Q9Y2L1	CRC-882033F50791643F	CRC-92336BA0D06247FE		0	negatome
P14097	P51680	CRC-8853FD58FDE61BAC	CRC-8FA760951BE2002B		0	negatome
O75400	P21246	CRC-8874D0C1CE1FCDAF	CRC-0359C08B6497B579		0	negatome
O75400	Q16891	CRC-8874D0C1CE1FCDAF	CRC-357F25DCABB02E50		0	negatome
O75400	Q9H213	CRC-8874D0C1CE1FCDAF	CRC-408C59F0CCAA6781		0	negatome
O75400	Q7L311	CRC-8874D0C1CE1FCDAF	CRC-7627CBFFE61C329B		0	negatome
O75400	O75400	CRC-8874D0C1CE1FCDAF	CRC-8874D0C1CE1FCDAF		0	negatome
O75400	P07196	CRC-8874D0C1CE1FCDAF	CRC-98C1712D8ACFF33A		0	negatome
O75400	P26641	CRC-8874D0C1CE1FCDAF	CRC-A6110663110CF3FC		0	negatome
O75400	Q5T3J3	CRC-8874D0C1CE1FCDAF	CRC-D39A2BB494F16AAA		0	negatome
O75400	P55854	CRC-8874D0C1CE1FCDAF	CRC-E337E34CB5B3B187		0	negatome
O75400	Q9P2H0	CRC-8874D0C1CE1FCDAF	CRC-EF181D0177691D00		0	negatome
O75400	Q8NI70	CRC-8874D0C1CE1FCDAF	CRC-F073C2BA91FE0059		0	negatome
P35241	Q14185	CRC-889687E1D675FFE7	CRC-940C5AFD047EBEDE		0	negatome
A4IFA9	Q07731	CRC-88B7D038C61C8791	CRC-AE06C646682895A5		0	negatome
Q53GS9	Q53GS9	CRC-8946FD5DCDEFD0B0	CRC-8946FD5DCDEFD0B0		0	negatome
P62873	Q08499-6	CRC-896CBD32D2686598	CRC-7A4773DD3A044F57		0	negatome
P62873	Q6Y2X3	CRC-896CBD32D2686598	CRC-DAECF48B7196C7F2		0	negatome
P16520	Q6Y2X3	CRC-896E706A61B8D74F	CRC-DAECF48B7196C7F2		0	negatome
P63165	Q16763	CRC-89BE97D2D054FB33	CRC-2842DC3DCD2AFCB5		0	negatome
P63165	Q12873	CRC-89BE97D2D054FB33	CRC-4494F56E5D0E7083		0	negatome
P63165	Q9Y2Q3	CRC-89BE97D2D054FB33	CRC-D3FDAFD1533B58A4		0	negatome
Q03137	Q99N11	CRC-89BEB2C7CDB54A55	CRC-64953325E88AB577		0	negatome
Q8IUI8	Q99613	CRC-89F6CACD76397AF8	CRC-CE5029F4EB51C1AA		0	negatome
O08747	Q8R4G0	CRC-8A5D951A4EECA179	CRC-DDC9BA2C577B29D5		0	negatome
P28652	Q62108	CRC-8A7962A6495FD0D0	CRC-7EFFC99E1FFF90BA		0	negatome
F1NVD2	P01346	CRC-8A8D713031B70F8E	CRC-AF12B4EEC0DBCC34		0	negatome
F1NVD2	P01344	CRC-8A8D713031B70F8E	CRC-C1B0EB1E016BA37A		0	negatome
O08584	P11103	CRC-8ACF664A9C6697FC	CRC-5E54C3E5F60BB922		0	negatome
P00747	P05783	CRC-8B31CB877CCB3AB6	CRC-1E5604C6BCC7A17A		0	negatome
P00747	P02769	CRC-8B31CB877CCB3AB6	CRC-39167DFE768585D4		0	negatome
P34932	Q07812	CRC-8B690A52A0729C2A	CRC-6C0CDB0A7DEE4994		0	negatome
P34932	P35222	CRC-8B690A52A0729C2A	CRC-CB78F165A3EEF86E		0	negatome
P10855	P51680	CRC-8BFF2DE7C6DEDD38	CRC-8FA760951BE2002B		0	negatome
P03255	P04637	CRC-8C5997A3908C40D7	CRC-AD5C149FD8106131		0	negatome
P46662	Q61391	CRC-8D06F557E3435851	CRC-1FC39A971D98F6FE		0	negatome
P13569	P35523	CRC-8D082AA2E768C065	CRC-CA838BCD2AF3CA68		0	negatome
Q13507	Q13586	CRC-8D7E0D144EF4BE51	CRC-FFB5E7CB3D68A7A6		0	negatome
P63330	Q9EP53	CRC-8DC11276E6DF9E33	CRC-F80ACF8492007801		0	negatome
Q9QZJ6	Q9WVJ9	CRC-8DDB1EECADE52E13	CRC-4969C0328A23DD88		0	negatome
Q9QZJ6	Q9WVH9	CRC-8DDB1EECADE52E13	CRC-F15CC70CCFBFDC97		0	negatome
Q14746	Q9Y2V7	CRC-8E393CBE1114DB28	CRC-0F29785E722B5185		0	negatome
Q14746	Q96MW5	CRC-8E393CBE1114DB28	CRC-2780349A5B037E55		0	negatome
Q14746	Q8WTW3	CRC-8E393CBE1114DB28	CRC-68C066504260E36E		0	negatome
Q14746	Q9UP83	CRC-8E393CBE1114DB28	CRC-95BD2E254A0C3FF7		0	negatome
O43194	Q9UBU3	CRC-8E3A233420D9021E	CRC-39C0572EBECA2755		0	negatome
Q09472	Q8NHW3	CRC-8E869E1F174A6FEB	CRC-38F732D4C959AD62		0	negatome
P61626	Q9NNX6	CRC-8ECFD276BEB2678A	CRC-A23FA246014533C0		0	negatome
P32851	P47709	CRC-8F929F489E323CAA	CRC-05838BC3C7A86444		0	negatome
P32851	P54282	CRC-8F929F489E323CAA	CRC-DFBD7A0F553AFA52		0	negatome
O95819	P62834	CRC-8FBBE2F9ABEEC757	CRC-42C39290C98E0A92		0	negatome
P28494	Q62824	CRC-8FEEAA55D4AD068B	CRC-C52FD3553BE75858		0	negatome
P02745	Q9NPY3	CRC-8FF6B6AE02D49C4C	CRC-EECA0FEAC55FCAC2		0	negatome
O55003	Q99JI6	CRC-901BCFACF43EE989	CRC-CE976895E5965224		0	negatome
P09529	Q8N6C5	CRC-90316C83597BA6B4	CRC-7D0D2C36FD1CE8B8		0	negatome
Q8CGN5	Q96AD5	CRC-906AE1CC5AFD65AE	CRC-D9C16F942AB0B3C7		0	negatome
Q61584	Q9QXX8	CRC-908104FC95431A11	CRC-D17E4B099F4EA579		0	negatome
P08752	Q76MZ3	CRC-90AC64AFA713493E	CRC-5175409E4D50A366		0	negatome
O26901	P0AGE0	CRC-90BEE6110C4133F3	CRC-F0AF43B6DC8D02FC		0	negatome
P21237	P24786	CRC-90CE1F16BB235C97	CRC-A3C6716B10D28540		0	negatome
Q6TDP3	Q9WTX6	CRC-911D9F08883DA1BC	CRC-3E1F8B63C6E498F4		0	negatome
Q61037	Q8VHZ5	CRC-913AB87194AADA5B	CRC-53648D6100CE5B0D		0	negatome
P10166	Q3UPW8	CRC-9174F6FD7C03321E	CRC-155DA78B9E77DF88		0	negatome
O94906	Q6P2Q9	CRC-91C2F1ADCA439BE9	CRC-E823A15C60EA61C9		0	negatome
Q06330	Q06587	CRC-91E50D2DE9087EDA	CRC-6959787479DE9DAB		0	negatome
Q06330	Q92769	CRC-91E50D2DE9087EDA	CRC-775419CCCDAE07FA		0	negatome
Q06330	Q99708	CRC-91E50D2DE9087EDA	CRC-E028DE56DE55C0F2		0	negatome
Q9Y2L1	Q9Y2L1	CRC-92336BA0D06247FE	CRC-92336BA0D06247FE		0	negatome
Q9Y2L1	Q9Y3B2	CRC-92336BA0D06247FE	CRC-E9C3B0A66F911195		0	negatome
P32970	Q9YP87	CRC-9265856E33BE4D50	CRC-FC720DA743F62A2A		0	negatome
P50538	Q3UPW8	CRC-92736F1C72E419FC	CRC-155DA78B9E77DF88		0	negatome
P27815	P63244	CRC-92BB9B98BED711E7	CRC-257F91E369ED2044		0	negatome
P27815-1	P63244	CRC-92BB9B98BED711E7	CRC-257F91E369ED2044		0	negatome
O00206	Q8IUC6	CRC-92C48F55821133E8	CRC-5D071E3BE9240D9A		0	negatome
P21675	Q12962	CRC-93BE3D181A72ABEB	CRC-032ED5CA97EBE411		0	negatome
Q9H9E3	Q9Y2V7	CRC-93E8597991934AD2	CRC-0F29785E722B5185		0	negatome
P20963	Q6PIZ9	CRC-9408260374856EE9	CRC-236A4BEFF427EA3E		0	negatome
P06493	P24864	CRC-942D79448EFE490A	CRC-424DF0B253B7047E		0	negatome
P06493	P49207	CRC-942D79448EFE490A	CRC-FC09D00B98CB770C		0	negatome
O15379	Q99814	CRC-94485C1EBDCF5AD0	CRC-4838989598234FC1		0	negatome
P05696	Q62132	CRC-94889E7339C17719	CRC-31FA82F582992720		0	negatome
P45983	Q49A26	CRC-94FB6BE0358B9B60	CRC-2327FC8164B338B7		0	negatome
P45983	Q62132	CRC-94FB6BE0358B9B60	CRC-31FA82F582992720		0	negatome
P45983	Q9BUB5	CRC-94FB6BE0358B9B60	CRC-CAE225C35DCB2B43		0	negatome
P01236	P62937	CRC-952BBA1B6A955527	CRC-9B2E637A555E4434		0	negatome
P10909	Q504U8	CRC-9583DE4CCECC169F	CRC-25B062C735D62AD1		0	negatome
P22561	Q62523	CRC-962381E9C8D7A380	CRC-98CF20E3E6B8BE9C		0	negatome
P22561	P50462	CRC-962381E9C8D7A380	CRC-E35CF30CA17CB227		0	negatome
P49799	Q9Z0G0	CRC-9647C0EC909D0F6F	CRC-52E5ED6092EA9300		0	negatome
P05017	P15208	CRC-967596AEAC0CA387	CRC-B0FA7DBD2AD4646A		0	negatome
P07900	P35222	CRC-969F65FCC0BC86FD	CRC-CB78F165A3EEF86E		0	negatome
Q16526	Q9UKT4	CRC-96A5B09A6364D3B9	CRC-196FBC2578F92120		0	negatome
Q16526	Q9UK97	CRC-96A5B09A6364D3B9	CRC-2A88163DAB898D69		0	negatome
