From	To	crc_hash	source	description
P06400	P06400	CRC-C8E746111E19CC32	query	sp|P06400|RB_HUMAN Retinoblastoma-associated protein OS=Homo sapiens OX=9606 GN=RB1 PE=1 SV=2
Q60948	Q60948	CRC-C8FB5A56AFE3B27C	query	sp|Q60948|MAD4_MOUSE Max dimerization protein 4 OS=Mus musculus OX=10090 GN=Mxd4 PE=1 SV=1
O35717	O35717	CRC-C9051AE9C84BA7F5	query	sp|O35717|SOCS2_MOUSE Suppressor of cytokine signaling 2 OS=Mus musculus OX=10090 GN=Socs2 PE=1 SV=1
Q91V27	Q91V27	CRC-C91444B16B8EFA1D	query	sp|Q91V27|MELPH_MOUSE Melanophilin OS=Mus musculus OX=10090 GN=Mlph PE=1 SV=1
P08081	P08081	CRC-C939E85B0FD2E124	query	sp|P08081|CLCA_RAT Clathrin light chain A OS=Rattus norvegicus OX=10116 GN=Clta PE=1 SV=1
P25205	P25205	CRC-C967C068B7090558	query	sp|P25205|MCM3_HUMAN DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3
P97465	P97465	CRC-C999C9FE0DA58EA3	query	sp|P97465|DOK1_MOUSE Docking protein 1 OS=Mus musculus OX=10090 GN=Dok1 PE=1 SV=2
P04840	P04840	CRC-C99D03711AF9B54D	query	sp|P04840|VDAC1_YEAST Mitochondrial outer membrane protein porin 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=POR1 PE=1 SV=4
P78396	P78396	CRC-C9C023EEA1CF036D	query	sp|P78396|CCNA1_HUMAN Cyclin-A1 OS=Homo sapiens OX=9606 GN=CCNA1 PE=1 SV=1
P04406	P04406	CRC-C9C135E8AE3E8744	query	sp|P04406|G3P_HUMAN Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3
O75175	O75175	CRC-C9D4F8B9FEF6CD90	query	sp|O75175|CNOT3_HUMAN CCR4-NOT transcription complex subunit 3 OS=Homo sapiens OX=9606 GN=CNOT3 PE=1 SV=1
Q00597	Q00597	CRC-C9DDFFAC725D050C	query	sp|Q00597|FANCC_HUMAN Fanconi anemia group C protein OS=Homo sapiens OX=9606 GN=FANCC PE=1 SV=1
Q06481	Q06481	CRC-CA3A7D6DDB8A28D0	query	sp|Q06481|APLP2_HUMAN Amyloid beta precursor like protein 2 OS=Homo sapiens OX=9606 GN=APLP2 PE=1 SV=2
D3ZWB1	D3ZWB1	CRC-CA3E6E67454E7465	query	tr|D3ZWB1|D3ZWB1_RAT U6 snRNA-associated Sm-like protein LSm1 OS=Rattus norvegicus OX=10116 GN=Lsm1 PE=3 SV=1
Q9P1Z0	Q9P1Z0	CRC-CA4AB6A5230C2F52	query	sp|Q9P1Z0|ZBTB4_HUMAN Zinc finger and BTB domain-containing protein 4 OS=Homo sapiens OX=9606 GN=ZBTB4 PE=1 SV=3
P35523	P35523	CRC-CA838BCD2AF3CA68	query	sp|P35523|CLCN1_HUMAN Chloride channel protein 1 OS=Homo sapiens OX=9606 GN=CLCN1 PE=1 SV=3
Q15276	Q15276	CRC-CAAF91638B8ED516	query	sp|Q15276|RABE1_HUMAN Rab GTPase-binding effector protein 1 OS=Homo sapiens OX=9606 GN=RABEP1 PE=1 SV=2
Q9BUB5	Q9BUB5	CRC-CAE225C35DCB2B43	query	sp|Q9BUB5|MKNK1_HUMAN MAP kinase-interacting serine/threonine-protein kinase 1 OS=Homo sapiens OX=9606 GN=MKNK1 PE=1 SV=1
Q9CZB6	Q9CZB6	CRC-CB340CCF5770541C	query	sp|Q9CZB6|MED7_MOUSE Mediator of RNA polymerase II transcription subunit 7 OS=Mus musculus OX=10090 GN=Med7 PE=1 SV=2
Q9Z136	Q9Z136	CRC-CB5AE6A12AE3B0A1	query	sp|Q9Z136|TSC1_RAT Hamartin OS=Rattus norvegicus OX=10116 GN=Tsc1 PE=1 SV=1
O35984	O35984	CRC-CB6B71A6FE207E8D	query	sp|O35984|PBX2_MOUSE Pre-B-cell leukemia transcription factor 2 OS=Mus musculus OX=10090 GN=Pbx2 PE=1 SV=1
P35222	P35222	CRC-CB78F165A3EEF86E	query	sp|P35222|CTNB1_HUMAN Catenin beta-1 OS=Homo sapiens OX=9606 GN=CTNNB1 PE=1 SV=1
Q9ULX6	Q9ULX6	CRC-CBC265BF25996BA2	query	sp|Q9ULX6|AKP8L_HUMAN A-kinase anchor protein 8-like OS=Homo sapiens OX=9606 GN=AKAP8L PE=1 SV=4
P01583	P01583	CRC-CBCCC49569D9ED40	query	sp|P01583|IL1A_HUMAN Interleukin-1 alpha OS=Homo sapiens OX=9606 GN=IL1A PE=1 SV=1
O43823	O43823	CRC-CBCD5F014FD94B66	query	sp|O43823|AKAP8_HUMAN A-kinase anchor protein 8 OS=Homo sapiens OX=9606 GN=AKAP8 PE=1 SV=1
P63006	P63006	CRC-CC8637984998ADAF	query	sp|P63006|LHX1_MOUSE LIM/homeobox protein Lhx1 OS=Mus musculus OX=10090 GN=Lhx1 PE=1 SV=1
Q13232	Q13232	CRC-CCA41A122A37202D	query	sp|Q13232|NDK3_HUMAN Nucleoside diphosphate kinase 3 OS=Homo sapiens OX=9606 GN=NME3 PE=1 SV=2
Q8AZK7	Q8AZK7	CRC-CD2C6C3B737AC1E9	query	sp|Q8AZK7|EBNA5_EBVB9 Epstein-Barr nuclear antigen leader protein OS=Epstein-Barr virus (strain B95-8) OX=10377 GN=EBNA-LP PE=1 SV=1
O35718	O35718	CRC-CD3859561D4CCDED	query	sp|O35718|SOCS3_MOUSE Suppressor of cytokine signaling 3 OS=Mus musculus OX=10090 GN=Socs3 PE=1 SV=1
P0A6F5	P0A6F5	CRC-CD3A0FB505F74AD1	query	sp|P0A6F5|CH60_ECOLI Chaperonin GroEL OS=Escherichia coli (strain K12) OX=83333 GN=groEL PE=1 SV=2
P63092	P63092	CRC-CD541181FC4412EF	query	sp|P63092|GNAS2_HUMAN Guanine nucleotide-binding protein G(s) subunit alpha isoforms short OS=Homo sapiens OX=9606 GN=GNAS PE=1 SV=1
Q9QPN3	Q9QPN3	CRC-CD61DFA6F386CC89	query	sp|Q9QPN3|NEF_HV1LA Protein Nef (Fragment) OS=Human immunodeficiency virus type 1 group M subtype B (isolate Lai) OX=290579 GN=nef PE=1 SV=3
Q62725	Q62725	CRC-CD663F057DF7B6A6	query	sp|Q62725|NFYC_RAT Nuclear transcription factor Y subunit gamma OS=Rattus norvegicus OX=10116 GN=Nfyc PE=2 SV=1
Q9NRA1	Q9NRA1	CRC-CDE9E51F40633E78	query	sp|Q9NRA1|PDGFC_HUMAN Platelet-derived growth factor C OS=Homo sapiens OX=9606 GN=PDGFC PE=1 SV=2
Q05586	Q05586	CRC-CDF5402769E530AB	query	sp|Q05586|NMDZ1_HUMAN Glutamate receptor ionotropic, NMDA 1 OS=Homo sapiens OX=9606 GN=GRIN1 PE=1 SV=1
O70355	O70355	CRC-CE09E537F72CF123	query	sp|O70355|BTNL2_MOUSE Butyrophilin-like protein 2 OS=Mus musculus OX=10090 GN=Btnl2 PE=1 SV=2
Q92990	Q92990	CRC-CE19050F1F692378	query	sp|Q92990|GLMN_HUMAN Glomulin OS=Homo sapiens OX=9606 GN=GLMN PE=1 SV=2
Q9UBF6	Q9UBF6	CRC-CE1E6CAC940C8257	query	sp|Q9UBF6|RBX2_HUMAN RING-box protein 2 OS=Homo sapiens OX=9606 GN=RNF7 PE=1 SV=1
Q9Y2Q0	Q9Y2Q0	CRC-CE1EAF0206CD36F7	query	sp|Q9Y2Q0|AT8A1_HUMAN Phospholipid-transporting ATPase IA OS=Homo sapiens OX=9606 GN=ATP8A1 PE=1 SV=1
Q99613	Q99613	CRC-CE5029F4EB51C1AA	query	sp|Q99613|EIF3C_HUMAN Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens OX=9606 GN=EIF3C PE=1 SV=1
P51531	P51531	CRC-CE69BBB287D35AB5	query	sp|P51531|SMCA2_HUMAN Probable global transcription activator SNF2L2 OS=Homo sapiens OX=9606 GN=SMARCA2 PE=1 SV=2
O75360	O75360	CRC-CE6D59B3D295A86D	query	sp|O75360|PROP1_HUMAN Homeobox protein prophet of Pit-1 OS=Homo sapiens OX=9606 GN=PROP1 PE=1 SV=2
Q99JI6	Q99JI6	CRC-CE976895E5965224	query	sp|Q99JI6|RAP1B_MOUSE Ras-related protein Rap-1b OS=Mus musculus OX=10090 GN=Rap1b PE=1 SV=2
P29351	P29351	CRC-CF17300D032638D2	query	sp|P29351|PTN6_MOUSE Tyrosine-protein phosphatase non-receptor type 6 OS=Mus musculus OX=10090 GN=Ptpn6 PE=1 SV=2
Q04047	Q04047	CRC-CFB2F4A35A306D95	query	sp|Q04047|NONA_DROME Protein no-on-transient A OS=Drosophila melanogaster OX=7227 GN=nonA PE=1 SV=2
O08983	O08983	CRC-CFBB610E3F5A7B89	query	sp|O08983|HPS1_MOUSE BLOC-3 complex member HPS1 OS=Mus musculus OX=10090 GN=Hps1 PE=2 SV=2
Q8BN78	Q8BN78	CRC-CFD23E0C15B491D1	query	sp|Q8BN78|KAISO_MOUSE Transcriptional regulator Kaiso OS=Mus musculus OX=10090 GN=Zbtb33 PE=1 SV=1
P63146	P63146	CRC-CFDEEEE7E06840BE	query	sp|P63146|UBE2B_HUMAN Ubiquitin-conjugating enzyme E2 B OS=Homo sapiens OX=9606 GN=UBE2B PE=1 SV=1
P23511	P23511	CRC-D00BE17041EB1A9E	query	sp|P23511|NFYA_HUMAN Nuclear transcription factor Y subunit alpha OS=Homo sapiens OX=9606 GN=NFYA PE=1 SV=2
P97503	P97503	CRC-D089523714C86BA6	query	sp|P97503|NKX32_MOUSE Homeobox protein Nkx-3.2 OS=Mus musculus OX=10090 GN=Nkx3-2 PE=1 SV=2
P47708	P47708	CRC-D09F8D8D2CBB271E	query	sp|P47708|RP3A_MOUSE Rabphilin-3A OS=Mus musculus OX=10090 GN=Rph3a PE=1 SV=2
P21274	P21274	CRC-D0C03B63B1D5C4E2	query	sp|P21274|BMP2_MOUSE Bone morphogenetic protein 2 OS=Mus musculus OX=10090 GN=Bmp2 PE=1 SV=3
Q08999	Q08999	CRC-D129032FB1F383D4	query	sp|Q08999|RBL2_HUMAN Retinoblastoma-like protein 2 OS=Homo sapiens OX=9606 GN=RBL2 PE=1 SV=3
P59190	P59190	CRC-D16A0C71797ED782	query	sp|P59190|RAB15_HUMAN Ras-related protein Rab-15 OS=Homo sapiens OX=9606 GN=RAB15 PE=1 SV=1
Q63210	Q63210	CRC-D178524AD7A0A9FF	query	sp|Q63210|GNA12_RAT Guanine nucleotide-binding protein subunit alpha-12 OS=Rattus norvegicus OX=10116 GN=Gna12 PE=1 SV=3
Q9QXX8	Q9QXX8	CRC-D17E4B099F4EA579	query	sp|Q9QXX8|NUFP1_MOUSE FMR1-interacting protein NUFIP1 OS=Mus musculus OX=10090 GN=Nufip1 PE=1 SV=1
Q9UH92	Q9UH92	CRC-D1981730051473C5	query	sp|Q9UH92|MLX_HUMAN Max-like protein X OS=Homo sapiens OX=9606 GN=MLX PE=1 SV=2
Q13643	Q13643	CRC-D1A037C260370DFD	query	sp|Q13643|FHL3_HUMAN Four and a half LIM domains protein 3 OS=Homo sapiens OX=9606 GN=FHL3 PE=1 SV=4
P35293	P35293	CRC-D1B0F48666999B77	query	sp|P35293|RAB18_MOUSE Ras-related protein Rab-18 OS=Mus musculus OX=10090 GN=Rab18 PE=1 SV=2
P43403	P43403	CRC-D1E1A8EC66FA116F	query	sp|P43403|ZAP70_HUMAN Tyrosine-protein kinase ZAP-70 OS=Homo sapiens OX=9606 GN=ZAP70 PE=1 SV=1
B9EKI3	B9EKI3	CRC-D208A815FF740CF1	query	sp|B9EKI3|TMF1_MOUSE TATA element modulatory factor OS=Mus musculus OX=10090 GN=Tmf1 PE=1 SV=2
P10398	P10398	CRC-D23E5711304AA468	query	sp|P10398|ARAF_HUMAN Serine/threonine-protein kinase A-Raf OS=Homo sapiens OX=9606 GN=ARAF PE=1 SV=2
Q92786	Q92786	CRC-D243CEB421B313CA	query	sp|Q92786|PROX1_HUMAN Prospero homeobox protein 1 OS=Homo sapiens OX=9606 GN=PROX1 PE=1 SV=2
P07911	P07911	CRC-D26A07A76353AE48	query	sp|P07911|UROM_HUMAN Uromodulin OS=Homo sapiens OX=9606 GN=UMOD PE=1 SV=1
P24588	P24588	CRC-D2A86298EAF1BE32	query	sp|P24588|AKAP5_HUMAN A-kinase anchor protein 5 OS=Homo sapiens OX=9606 GN=AKAP5 PE=1 SV=3
Q07813	Q07813	CRC-D2E0B3566579FAFF	query	sp|Q07813|BAX_MOUSE Apoptosis regulator BAX OS=Mus musculus OX=10090 GN=Bax PE=1 SV=1
Q6PJ80	Q6PJ80	CRC-D31E1049D4DB241B	query	tr|Q6PJ80|Q6PJ80_HUMAN UBX domain-containing protein 4 OS=Homo sapiens OX=9606 GN=UBXN4 PE=1 SV=1
Q60749	Q60749	CRC-D33DE960BEA9E5AA	query	sp|Q60749|KHDR1_MOUSE KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Mus musculus OX=10090 GN=Khdrbs1 PE=1 SV=2
P51572	P51572	CRC-D34367F870D6EB00	query	sp|P51572|BAP31_HUMAN B-cell receptor-associated protein 31 OS=Homo sapiens OX=9606 GN=BCAP31 PE=1 SV=3
P49763	P49763	CRC-D364C6A73C1C6987	query	sp|P49763|PLGF_HUMAN Placenta growth factor OS=Homo sapiens OX=9606 GN=PGF PE=1 SV=2
Q5T3J3	Q5T3J3	CRC-D39A2BB494F16AAA	query	sp|Q5T3J3|LRIF1_HUMAN Ligand-dependent nuclear receptor-interacting factor 1 OS=Homo sapiens OX=9606 GN=LRIF1 PE=1 SV=1
Q5UEC5	Q5UEC5	CRC-D3B09DF5396B95F3	query	tr|Q5UEC5|Q5UEC5_DROME TAF4 OS=Drosophila melanogaster OX=7227 GN=nht PE=2 SV=1
P68400	P68400	CRC-D3B6F5D13FF7422D	query	sp|P68400|CSK21_HUMAN Casein kinase II subunit alpha OS=Homo sapiens OX=9606 GN=CSNK2A1 PE=1 SV=1
Q9Y2Q3	Q9Y2Q3	CRC-D3FDAFD1533B58A4	query	sp|Q9Y2Q3|GSTK1_HUMAN Glutathione S-transferase kappa 1 OS=Homo sapiens OX=9606 GN=GSTK1 PE=1 SV=3
O00628	O00628	CRC-D405387F7F14B432	query	sp|O00628|PEX7_HUMAN Peroxisomal targeting signal 2 receptor OS=Homo sapiens OX=9606 GN=PEX7 PE=1 SV=1
P08957	P08957	CRC-D41C02203747C965	query	sp|P08957|T1MK_ECOLI Type I restriction enzyme EcoKI methylase subunit OS=Escherichia coli (strain K12) OX=83333 GN=hsdM PE=1 SV=1
Q05793	Q05793	CRC-D41D2A2EBA65C80B	query	sp|Q05793|PGBM_MOUSE Basement membrane-specific heparan sulfate proteoglycan core protein OS=Mus musculus OX=10090 GN=Hspg2 PE=1 SV=1
P06750	P06750	CRC-D455F2A72F609759	query	sp|P06750|AGGL_RICCO Agglutinin OS=Ricinus communis OX=3988 PE=1 SV=1
P63104	P63104	CRC-D464DF2286BBFE60	query	sp|P63104|1433Z_HUMAN 14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1
P16104	P16104	CRC-D4683775C2E6C3A9	query	sp|P16104|H2AX_HUMAN Histone H2AX OS=Homo sapiens OX=9606 GN=H2AX PE=1 SV=2
Q8CJ26	Q8CJ26	CRC-D46B7402D8362FDF	query	sp|Q8CJ26|NRADD_MOUSE Death domain-containing membrane protein NRADD OS=Mus musculus OX=10090 GN=Nradd PE=1 SV=1
P10636	P10636	CRC-D46C66CDBCD196E8	query	sp|P10636|TAU_HUMAN Microtubule-associated protein tau OS=Homo sapiens OX=9606 GN=MAPT PE=1 SV=5
Q9UJU2	Q9UJU2	CRC-D480D440698EEFE3	query	sp|Q9UJU2|LEF1_HUMAN Lymphoid enhancer-binding factor 1 OS=Homo sapiens OX=9606 GN=LEF1 PE=1 SV=1
P60042	P60042	CRC-D48B5454C4490375	query	sp|P60042|SMS_RAT Somatostatin OS=Rattus norvegicus OX=10116 GN=Sst PE=1 SV=1
P32481	P32481	CRC-D498AE62BC3E81CD	query	sp|P32481|IF2G_YEAST Eukaryotic translation initiation factor 2 subunit gamma OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCD11 PE=1 SV=1
Q66H76	Q66H76	CRC-D4B9477CC0B7BB7E	query	sp|Q66H76|PAXI_RAT Paxillin OS=Rattus norvegicus OX=10116 GN=Pxn PE=1 SV=1
P17480	P17480	CRC-D4F0F8BB180E757D	query	sp|P17480|UBF1_HUMAN Nucleolar transcription factor 1 OS=Homo sapiens OX=9606 GN=UBTF PE=1 SV=1
P29590	P29590	CRC-D50968A977E34287	query	sp|P29590|PML_HUMAN Protein PML OS=Homo sapiens OX=9606 GN=PML PE=1 SV=3
O60885	O60885	CRC-D52EFE1CF9960907	query	sp|O60885|BRD4_HUMAN Bromodomain-containing protein 4 OS=Homo sapiens OX=9606 GN=BRD4 PE=1 SV=2
P78364	P78364	CRC-D53764F80931A938	query	sp|P78364|PHC1_HUMAN Polyhomeotic-like protein 1 OS=Homo sapiens OX=9606 GN=PHC1 PE=1 SV=3
Q6Y5D8	Q6Y5D8	CRC-D55F2E694A153D90	query	sp|Q6Y5D8|RHG10_MOUSE Rho GTPase-activating protein 10 OS=Mus musculus OX=10090 GN=Arhgap10 PE=1 SV=2
P30533	P30533	CRC-D56A7DA754125CFA	query	sp|P30533|AMRP_HUMAN Alpha-2-macroglobulin receptor-associated protein OS=Homo sapiens OX=9606 GN=LRPAP1 PE=1 SV=1
P46934	P46934	CRC-D56EBBC50A34F13B	query	sp|P46934|NEDD4_HUMAN E3 ubiquitin-protein ligase NEDD4 OS=Homo sapiens OX=9606 GN=NEDD4 PE=1 SV=4
P16092	P16092	CRC-D5A4695FA680926B	query	sp|P16092|FGFR1_MOUSE Fibroblast growth factor receptor 1 OS=Mus musculus OX=10090 GN=Fgfr1 PE=1 SV=2
P04275	P04275	CRC-D5C1C78360917C29	query	sp|P04275|VWF_HUMAN von Willebrand factor OS=Homo sapiens OX=9606 GN=VWF PE=1 SV=4
O60716	O60716	CRC-D5C37489A891F292	query	sp|O60716|CTND1_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=1 SV=1
P62826	P62826	CRC-D5C9B7275C34BCE0	query	sp|P62826|RAN_HUMAN GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=3
P03244	P03244	CRC-D6665B27183720CC	query	sp|P03244|E1B55_ADE02 E1B 55 kDa protein OS=Human adenovirus C serotype 2 OX=10515 GN=E1B PE=1 SV=2
P97454	P97454	CRC-D66B638DA76BC20B	query	sp|P97454|SMAD5_MOUSE Mothers against decapentaplegic homolog 5 OS=Mus musculus OX=10090 GN=Smad5 PE=1 SV=2
P01135	P01135	CRC-D692184F9353DE47	query	sp|P01135|TGFA_HUMAN Protransforming growth factor alpha OS=Homo sapiens OX=9606 GN=TGFA PE=1 SV=1
Q01593	Q01593	CRC-D6A0F740D733060F	query	sp|Q01593|ABI3_ARATH B3 domain-containing transcription factor ABI3 OS=Arabidopsis thaliana OX=3702 GN=ABI3 PE=1 SV=1
P15337	P15337	CRC-D6D715DEED679FF2	query	sp|P15337|CREB1_RAT Cyclic AMP-responsive element-binding protein 1 OS=Rattus norvegicus OX=10116 GN=Creb1 PE=1 SV=2
Q9FK13	Q9FK13	CRC-D6EA6676B3DB9CFE	query	sp|Q9FK13|PDV1_ARATH Plastid division protein PDV1 OS=Arabidopsis thaliana OX=3702 GN=PDV1 PE=1 SV=1
Q02248	Q02248	CRC-D708F170A3FBED6E	query	sp|Q02248|CTNB1_MOUSE Catenin beta-1 OS=Mus musculus OX=10090 GN=Ctnnb1 PE=1 SV=1
Q99104	Q99104	CRC-D729DF9222EBCAA0	query	sp|Q99104|MYO5A_MOUSE Unconventional myosin-Va OS=Mus musculus OX=10090 GN=Myo5a PE=1 SV=2
O96020	O96020	CRC-D7DC9BEEF3FD62EC	query	sp|O96020|CCNE2_HUMAN G1/S-specific cyclin-E2 OS=Homo sapiens OX=9606 GN=CCNE2 PE=1 SV=1
Q9ESN9	Q9ESN9	CRC-D7DEE54C17B74106	query	sp|Q9ESN9|JIP3_MOUSE C-Jun-amino-terminal kinase-interacting protein 3 OS=Mus musculus OX=10090 GN=Mapk8ip3 PE=1 SV=1
P09731	P09731	CRC-D7F033C8009502BC	query	sp|P09731|US07_HCMVA Unique short US7 glycoprotein OS=Human cytomegalovirus (strain AD169) OX=10360 GN=US7 PE=3 SV=1
Q15080	Q15080	CRC-D82FE9E5BA12890B	query	sp|Q15080|NCF4_HUMAN Neutrophil cytosol factor 4 OS=Homo sapiens OX=9606 GN=NCF4 PE=1 SV=2
O60907	O60907	CRC-D830A37781E2A15C	query	sp|O60907|TBL1X_HUMAN F-box-like/WD repeat-containing protein TBL1X OS=Homo sapiens OX=9606 GN=TBL1X PE=1 SV=3
Q07820-1	Q07820	CRC-D85821AC59275F1F	query	sp|Q07820|MCL1_HUMAN Induced myeloid leukemia cell differentiation protein Mcl-1 OS=Homo sapiens OX=9606 GN=MCL1 PE=1 SV=3
Q07820	Q07820	CRC-D85821AC59275F1F	query	sp|Q07820|MCL1_HUMAN Induced myeloid leukemia cell differentiation protein Mcl-1 OS=Homo sapiens OX=9606 GN=MCL1 PE=1 SV=3
Q07820-2	Q07820	CRC-D85821AC59275F1F	query	sp|Q07820|MCL1_HUMAN Induced myeloid leukemia cell differentiation protein Mcl-1 OS=Homo sapiens OX=9606 GN=MCL1 PE=1 SV=3
P17141	P17141	CRC-D873AEEB2547F809	query	sp|P17141|ZFP37_MOUSE Zinc finger protein 37 OS=Mus musculus OX=10090 GN=Zfp37 PE=2 SV=4
P45481	P45481	CRC-D89AF52B7BD33347	query	sp|P45481|CBP_MOUSE Histone lysine acetyltransferase CREBBP OS=Mus musculus OX=10090 GN=Crebbp PE=1 SV=3
P00533	P00533	CRC-D8A2A50B4EFB6ED2	query	sp|P00533|EGFR_HUMAN Epidermal growth factor receptor OS=Homo sapiens OX=9606 GN=EGFR PE=1 SV=2
Q8IP45	Q8IP45	CRC-D8A98E3B228BC51B	query	tr|Q8IP45|Q8IP45_DROME Cullin 3, isoform F OS=Drosophila melanogaster OX=7227 GN=Cul3 PE=1 SV=2
P09729	P09729	CRC-D8B0EBA23A8B7067	query	sp|P09729|US09_HCMVA Unique short US9 glycoprotein OS=Human cytomegalovirus (strain AD169) OX=10360 GN=US9 PE=3 SV=1
Q8CIN4	Q8CIN4	CRC-D8BDA7B193D41B1B	query	sp|Q8CIN4|PAK2_MOUSE Serine/threonine-protein kinase PAK 2 OS=Mus musculus OX=10090 GN=Pak2 PE=1 SV=1
P25446	P25446	CRC-D8DA95CA525CED56	query	sp|P25446|TNR6_MOUSE Tumor necrosis factor receptor superfamily member 6 OS=Mus musculus OX=10090 GN=Fas PE=1 SV=2
P15509	P15509	CRC-D9025B981E41311D	query	sp|P15509|CSF2R_HUMAN Granulocyte-macrophage colony-stimulating factor receptor subunit alpha OS=Homo sapiens OX=9606 GN=CSF2RA PE=1 SV=1
O75192	O75192	CRC-D904EC715271FF87	query	sp|O75192|PX11A_HUMAN Peroxisomal membrane protein 11A OS=Homo sapiens OX=9606 GN=PEX11A PE=1 SV=1
O35182	O35182	CRC-D9282D42B120C507	query	sp|O35182|SMAD6_MOUSE Mothers against decapentaplegic homolog 6 OS=Mus musculus OX=10090 GN=Smad6 PE=1 SV=1
Q20758	Q20758	CRC-D93C88E3C26D64B9	query	sp|Q20758|ARL1_CAEEL ADP-ribosylation factor-like protein 1 OS=Caenorhabditis elegans OX=6239 GN=arl-1 PE=2 SV=2
Q9Y624	Q9Y624	CRC-D95DE2FEA23D2851	query	sp|Q9Y624|JAM1_HUMAN Junctional adhesion molecule A OS=Homo sapiens OX=9606 GN=F11R PE=1 SV=1
Q8NEZ5	Q8NEZ5	CRC-D96712BAA1149D8D	query	sp|Q8NEZ5|FBX22_HUMAN F-box only protein 22 OS=Homo sapiens OX=9606 GN=FBXO22 PE=1 SV=1
Q96PV0	Q96PV0	CRC-D9ABE21054677AA0	query	sp|Q96PV0|SYGP1_HUMAN Ras/Rap GTPase-activating protein SynGAP OS=Homo sapiens OX=9606 GN=SYNGAP1 PE=1 SV=4
Q96AD5	Q96AD5	CRC-D9C16F942AB0B3C7	query	sp|Q96AD5|PLPL2_HUMAN Patatin-like phospholipase domain-containing protein 2 OS=Homo sapiens OX=9606 GN=PNPLA2 PE=1 SV=1
Q7Z3T8	Q7Z3T8	CRC-D9C2F8DDE12D69E2	query	sp|Q7Z3T8|ZFY16_HUMAN Zinc finger FYVE domain-containing protein 16 OS=Homo sapiens OX=9606 GN=ZFYVE16 PE=1 SV=3
Q9BQY9	Q9BQY9	CRC-DA1F062426867A2C	query	sp|Q9BQY9|DBND2_HUMAN Dysbindin domain-containing protein 2 OS=Homo sapiens OX=9606 GN=DBNDD2 PE=1 SV=3
Q9H2B2	Q9H2B2	CRC-DA3D4CB175CB528D	query	sp|Q9H2B2|SYT4_HUMAN Synaptotagmin-4 OS=Homo sapiens OX=9606 GN=SYT4 PE=1 SV=1
Q9Y6D9	Q9Y6D9	CRC-DA65529856A37EE3	query	sp|Q9Y6D9|MD1L1_HUMAN Mitotic spindle assembly checkpoint protein MAD1 OS=Homo sapiens OX=9606 GN=MAD1L1 PE=1 SV=2
Q96EK5	Q96EK5	CRC-DA86308364D31335	query	sp|Q96EK5|KBP_HUMAN KIF-binding protein OS=Homo sapiens OX=9606 GN=KIFBP PE=1 SV=1
Q64092	Q64092	CRC-DAB0487EC0F6E92D	query	sp|Q64092|TFE3_MOUSE Transcription factor E3 OS=Mus musculus OX=10090 GN=Tfe3 PE=1 SV=2
Q9H6S3	Q9H6S3	CRC-DAB07744B04CFEE2	query	sp|Q9H6S3|ES8L2_HUMAN Epidermal growth factor receptor kinase substrate 8-like protein 2 OS=Homo sapiens OX=9606 GN=EPS8L2 PE=1 SV=2
P01140	P01140	CRC-DAB346B1093E7E06	query	sp|P01140|NGFV_NAJNA Venom nerve growth factor OS=Naja naja OX=35670 PE=1 SV=2
Q6Y2X3	Q6Y2X3	CRC-DAECF48B7196C7F2	query	sp|Q6Y2X3|DJC14_HUMAN DnaJ homolog subfamily C member 14 OS=Homo sapiens OX=9606 GN=DNAJC14 PE=2 SV=2
Q8TAK5	Q8TAK5	CRC-DB0940BDDBF499C0	query	sp|Q8TAK5|GABP2_HUMAN GA-binding protein subunit beta-2 OS=Homo sapiens OX=9606 GN=GABPB2 PE=1 SV=1
O15315	O15315	CRC-DB0B9AE82F44A52B	query	sp|O15315|RA51B_HUMAN DNA repair protein RAD51 homolog 2 OS=Homo sapiens OX=9606 GN=RAD51B PE=1 SV=2
Q90681	Q90681	CRC-DB33824479CDA1A3	query	tr|Q90681|Q90681_CHICK Cation-independent mannose-6-phosphate receptor OS=Gallus gallus OX=9031 PE=2 SV=1
P01186	P01186	CRC-DB369FED09A74698	query	sp|P01186|NEU2_RAT Vasopressin-neurophysin 2-copeptin OS=Rattus norvegicus OX=10116 GN=Avp PE=1 SV=1
O15304	O15304	CRC-DB62B7DF4E6B39B3	query	sp|O15304|SIVA_HUMAN Apoptosis regulatory protein Siva OS=Homo sapiens OX=9606 GN=SIVA1 PE=1 SV=2
P16471	P16471	CRC-DB7FD0328608C787	query	sp|P16471|PRLR_HUMAN Prolactin receptor OS=Homo sapiens OX=9606 GN=PRLR PE=1 SV=1
